category	identity	source	target	compact_policy
Equip	Skybreaker Staff	Skybreaker Staff	破天法杖	english-on-hold
Equip	Skywing Mask	Skywing Mask	天翼面具	english-on-hold
Equip	Slime	Blob Pet	软泥宠物	english-on-hold
Equip	Slime	Slime	史莱姆	english-on-hold
Equip	Slime	Slime Card	史莱姆卡片	english-on-hold
Equip	Slime	Slime Pet	软泥宠物	english-on-hold
Equip	Slingshot	Slingshot	弹弓	english-on-hold
Equip	Snake	Viper	毒蛇	english-on-hold
Equip	Snake	Viper Card	毒蛇卡片	english-on-hold
Equip	Snake	Viper Pet	毒蛇宠物	english-on-hold
Equip	Sniper Rifle	Sniper Rifle	狙击步枪	english-on-hold
Equip	Snowbun Earmuffs	Snowbun Earmuffs	雪兔耳罩	english-on-hold
Equip	Snowman Head	Snowman Head	雪人头	english-on-hold
Equip	Solar Relic	Solar Relic	日曜圣物	english-on-hold
Equip	Solar Spear	Solar Spear	日曜长矛	english-on-hold
Equip	Solaris Blade	Solaris Blade	索拉里斯之刃	english-on-hold
Equip	Sonic Shoes	Sonic Shoes	音速鞋	english-on-hold
Equip	Soul Reaper Scythe	Blight Reaver	枯萎掠夺者	english-on-hold
Equip	SoulbinderChest	Soulbinder Chest	铸魂胸甲	english-on-hold
Equip	SoulbinderChest	Soulforged Chest	铸魂胸甲	english-on-hold
Equip	SoulbinderFeet	Soulbinder Shoes	铸魂鞋	english-on-hold
Equip	SoulbinderFeet	Soulforged Shoes	铸魂鞋	english-on-hold
Equip	SoulbinderLegs	Soulbinder Legs	铸魂护腿	english-on-hold
Equip	SoulbinderLegs	Soulforged Legs	铸魂护腿	english-on-hold
Equip	Spider Toxin	Venomweaver Pet	毒织蛛宠物	english-on-hold
Equip	Spider Toxin	Widow	黑寡妇	english-on-hold
Equip	Spider Toxin	Widow Card	黑寡妇卡片	english-on-hold
Equip	Spider Toxin	Widow Pet	毒织蛛宠物	english-on-hold
Equip	Spiderling Robot	S.U. Threadling Pet	S.U. 幼蛛单元宠物	english-on-hold
Equip	Spiderling Robot	Spiderling Robot	幼蛛机器人	english-on-hold
Equip	Spiderling Robot	Spiderling Robot Card	幼蛛机器人卡片	english-on-hold
Equip	Spiderling Robot	Spiderling Robot Pet	S.U. 幼蛛单元宠物	english-on-hold
Equip	Spiked Club	Spiked Club	狼牙棒	english-on-hold
Equip	Spiked Familiar	Shardling Familiar	碎晶魔宠	english-on-hold
Equip	Spiked Familiar	Spiked Familiar	碎晶魔宠	english-on-hold
Equip	Spiked Helm	Blackthorn Helm	黑棘头盔	english-on-hold
Equip	Spiked Helm	Spiked Helm	黑棘头盔	english-on-hold
Equip	Spikesteel Helm	Spikesteel Helm	尖刺钢头盔	english-on-hold
Equip	Spined Aegis	Spined Aegis	棘刺圣盾	english-on-hold
Equip	Spineshard	Spineshard	棘刺碎刃	english-on-hold
Equip	Spirit Familiar	Spirit Familiar	灵魂魔宠	english-on-hold
Equip	Spirit Ward	Spirit Ward	灵魂守护	english-on-hold
Equip	Spooky Spell Hat	Spooky Spell Hat	幽灵咒帽	english-on-hold
Equip	Spore	Duskcap Pet	暮帽宠物	english-on-hold
Equip	Spore	Spore	孢子	english-on-hold
Equip	Spore	Spore Card	孢子卡片	english-on-hold
Equip	Spore	Spore Pet	暮帽宠物	english-on-hold
Equip	Springram Horns	Springram Horns	春日羊角	english-on-hold
Equip	Sprout	Sprig Pet	小枝宠物	english-on-hold
Equip	Sprout	Sprout	萌芽	english-on-hold
Equip	Sprout	Sprout Card	萌芽卡片	english-on-hold
Equip	Sprout	Sprout Pet	小枝宠物	english-on-hold
Equip	Squid Baby	Inky Pet	墨色宠物	english-on-hold
Equip	Squid Baby	Squidling	幼鱿鱼	english-on-hold
Equip	Squid Baby	Squidling Card	幼鱿鱼卡片	english-on-hold
Equip	Squid Baby	Squidling Pet	墨色宠物	english-on-hold
Equip	Staff of Eternis	Staff of Eternis	永恒之杖	english-on-hold
Equip	Stall_Oriental	Oriental Vending Stall	东方风格售货摊	english-on-hold
Equip	Stall_SpiritValer	Spirit Valer Vending Stall	灵谷勇士售货摊	english-on-hold
Equip	Star	Golden Star	金星	english-on-hold
Equip	Star	Star	金星	english-on-hold
Equip	Starbound Hat	Starbound Hat	星缚帽	english-on-hold
Equip	Starshine Glasses	Starshine Glasses	星光眼镜	english-on-hold
Equip	Stiletto	Stiletto	细刃匕首	english-on-hold
Equip	Stonebound Boots	Stonebound Boots	石缚长靴	english-on-hold
Equip	Stoneguard	Stoneguard	石守卫	english-on-hold
Equip	Stonepoint Spear	Stonepoint Spear	石尖矛	english-on-hold
Equip	Stormburst Crossbow	Stormburst Crossbow	风暴爆裂弩	english-on-hold
Equip	Stormcall Kunai	Stormcall Kunai	风暴召唤苦无	english-on-hold
Equip	Stormcaller Totem	Stormcaller Totem	风暴召唤者图腾	english-on-hold
Equip	Stormfeather Kunai	Stormfeather Kunai	暴羽苦无	english-on-hold
Equip	Stormpiercer	Stormpiercer	风暴穿甲者	english-on-hold
Equip	StormplateChest	Stormplate Chest	风暴胸甲	english-on-hold
Equip	StormplateFeet	Stormplate Shoes	风暴战靴	english-on-hold
Equip	StormplateLegs	Stormplate Legs	风暴护腿	english-on-hold
Equip	Straw Hat	Straw Hat	草帽	english-on-hold
Equip	Straw Hat	Wanderer's Straw Hat	流浪者的草帽	english-on-hold
Equip	Stylish Shades	Stylish Shades	时尚墨镜	english-on-hold
Equip	Summoner_1	Alpha Surge	兽群激涌	english-on-hold
Equip	Summoner_2	Hexwell Current	咒泉涌流	english-on-hold
Equip	Summoner_3	Banishment Well	放逐涌泉	english-on-hold
Equip	Summoner_4	Resonant Wind	共鸣疾风	english-on-hold
Equip	Summoner_5	Blessed Resonance	祝福共鸣	english-on-hold
Equip	Summoner_6	Soul Chains	灵魂锁链	english-on-hold
Equip	Sun Disc	Shining Sun Shield	耀阳之盾	english-on-hold
Equip	Sun Disc	Sun Disc	耀阳之盾	english-on-hold
Equip	Sun Emblem	Sun Emblem	太阳徽章	english-on-hold
Equip	Sun Emblem Helm	Hero's Helm	英雄头盔	english-on-hold
Equip	Sun Emblem Helm	Sun Emblem Helm	英雄头盔	english-on-hold
Equip	Sun Lion Crest	Sun Lion Crest	太阳狮冠	english-on-hold
Equip	Sunbound Mitts	Sunbound Mitts	阳光手套	english-on-hold
Equip	Suncrest Mace	Suncrest Mace	日冠钉锤	english-on-hold
Equip	Sunflare	Sunflare	太阳耀斑	english-on-hold
Equip	Sunflower Clip	Sunflower Clip	向日葵发夹	english-on-hold
Equip	Sunflower Fairy	Sylvie	西尔维	english-on-hold
Equip	Sunflower Fairy	Sylvie Card	西尔维卡片	english-on-hold
Equip	Sunflower Fairy	Sylvie Pet	希尔薇宠物	english-on-hold
Equip	Sunglasses	Sunglasses	太阳镜	english-on-hold
Equip	Sunset Shutters	Cogwheel Goggles	齿轮护目镜	english-on-hold
Equip	Sunset Shutters	Sunset Shutters	齿轮护目镜	english-on-hold
Equip	Swampy Hat	Swampy Hat	沼泽帽子	english-on-hold
Equip	Swift Fang	Serpent Fang	巨蛇獠牙	english-on-hold
Equip	Sword	Sword	剑	english-on-hold
Equip	Teapot Spirit	Teapot Spirit	茶壶精灵	english-on-hold
Equip	Tempest Robes	Tempest Robes	风暴长袍	english-on-hold
Equip	Tempest Staff	Tempest Staff	风暴法杖	english-on-hold
Equip	Thief Mask	Thief Mask	小偷面具	english-on-hold
Equip	ThiefChest	Ashwalker Chest	灰烬行者胸甲	english-on-hold
Equip	ThiefFeet	Ashwalker Shoes	灰烬行者鞋	english-on-hold
Equip	ThiefLegs	Ashwalker Legs	灰烬行者护腿	english-on-hold
Equip	Thundercoil	Thundercoil	雷霆线圈	english-on-hold
Equip	Tiger Hat	Tiger Hat	虎帽	english-on-hold
Equip	Tinker Goggles	Tinker Goggles	修补匠护目镜	english-on-hold
Equip	Tinker Mask	Tinker Mask	修补匠面具	english-on-hold
Equip	Title_Backer	Backer	支持者	english-on-hold
Equip	Title_Duo	Duo	二重奏	english-on-hold
Equip	Title_EarlyBird	Early Bird	早鸟	english-on-hold
Equip	Title_Founder	Founder	创始人	english-on-hold
Equip	Title_MountDesigner	Mount Designer	坐骑设计师	english-on-hold
Equip	Title_NPCDesigner	NPC Designer	NPC设计师	english-on-hold
Equip	Title_PetDesigner	Pet Designer	宠物设计师	english-on-hold
Equip	Title_SpiritValer	SpiritValer	灵谷勇士	english-on-hold
Equip	Title_UltimateFounder	Ultimate Founder	终极创始人	english-on-hold
Equip	Title_WeaponDesigner	Weapon Designer	武器设计师	english-on-hold
Equip	Tomahawk	Tomahawk	投掷斧	english-on-hold
Equip	Tome of Ages	Tome of Ages	纪元之书	english-on-hold
Equip	Top Hat	Top Hat	高顶礼帽	english-on-hold
Equip	Totem Banner	Totem Banner	图腾战旗	english-on-hold
Equip	Totem Mask	Totem Mask	图腾面具	english-on-hold
Equip	Totem Skull Headdress	Spirit Skull Headdress	灵魂骷髅头饰	english-on-hold
Equip	Totem Skull Headdress	Totem Skull Headdress	灵魂骷髅头饰	english-on-hold
Equip	Trail_Angel	Angelic Trail	天使轨迹	english-on-hold
Equip	Trail_Demon	Demonic Trail	恶魔轨迹	english-on-hold
Equip	Treant Minion Evergreen	Pine Sapling	松树苗	english-on-hold
Equip	Treant Minion Evergreen	Pine Sapling Card	松树苗卡片	english-on-hold
Equip	Treant Minion Evergreen	Pine Sapling Pet	松树守卫小枝宠物	english-on-hold
Equip	Treant Minion Evergreen	Pineguard Sprig Pet	松树守卫小枝宠物	english-on-hold
Equip	Treasure Box	Mini Treasure Chest	迷你宝箱	english-on-hold
Equip	Treasure Box	Treasure Box	迷你宝箱	english-on-hold
Equip	Treasure Chest	Treasure Chest	宝箱	english-on-hold
Equip	Tribal Mask	Tribal Mask	部落面具	english-on-hold
Equip	Trickster Horns	Trickster Horns	诡术之角	english-on-hold
Equip	Trident of Tides	Trident of Tides	潮汐三叉戟	english-on-hold
Equip	Triple Barrel Revolver	Triple Barrel Revolver	三管左轮手枪	english-on-hold
Equip	Turtle	Shellby Pet	谢尔比宠物	english-on-hold
Equip	Turtle	Turtle Baby	海龟宝宝	english-on-hold
Equip	Turtle	Turtle Baby Card	海龟宝宝卡片	english-on-hold
Equip	Turtle	Turtle Baby Pet	谢尔比宠物	english-on-hold
Equip	TurtleShell	Turtle Shell	龟甲	english-on-hold
Equip	Twinblade	Twinblade	双刃	english-on-hold
Equip	Valiant Crown	Valiant Crown	英勇王冠	english-on-hold
Equip	Valor Helm	Valor Helm	英勇头盔	english-on-hold
Equip	Ventilator Mask	Ventilator Mask	滤毒面罩	english-on-hold
Equip	Verdant Antlers	Verdant Antlers	翠绿鹿角	english-on-hold
Equip	Verdant Core	Verdant Core	翠绿核心	english-on-hold
Equip	Verdant Striders	Verdant Striders	翠蔓绑腿	english-on-hold
Equip	Violet Heart Charm	Violet Heart Charm	紫罗兰心护符	english-on-hold
Equip	Void Urn	Void Urn	虚空之瓮	english-on-hold
Equip	Voidspike Helm	Voidspike Helm	虚刺头盔	english-on-hold
Equip	Voidthreads	Voidthreads	虚空丝线	english-on-hold
Equip	War Axe	War Axe	战斧	english-on-hold
Equip	War Banner	War Banner	战旗	english-on-hold
Equip	Warborn Aegis	Warborn Aegis	战铸圣盾	english-on-hold
Equip	Warlord Emblem Shield	Warlord Emblem Shield	督军纹章盾	english-on-hold
Equip	Warrior_1	Bloodtrail	血迹	english-on-hold
Equip	Warrior_2	Breakjaw	碎颌	english-on-hold
Equip	Warrior_3	Warmaw	战争巨口	english-on-hold
Equip	Warrior_4	Bloodprice	血价	english-on-hold
Equip	Warrior_5	Warpath	战争之路	english-on-hold
Equip	Wasteland Cleaver	Wasteland Cleaver	荒原战刃	english-on-hold
Equip	Watch_1	Digital Watch	数字手表	english-on-hold
Equip	Watch_2	Hipster Watch	时髦手表	english-on-hold
Equip	Watch_3	Wrist Compass	手腕指南针	english-on-hold
Equip	Watch_4	Wrist Hour Glass	手腕沙漏	english-on-hold
Equip	Watch_4	Wrist Hourglass	手腕沙漏	english-on-hold
Equip	Watch_5	Wrist Receiver	手腕接收器	english-on-hold
Equip	Water Shield	Frostspire Guard	霜尖守卫	english-on-hold
Equip	Weaver Gauntlets	Weaver Gauntlets	织法师护手	english-on-hold
Equip	Weaver_1	Fateweave	命运织法	english-on-hold
Equip	Weaver_1	Weave of Counter	反击织法	english-on-hold
Equip	Weaver_2	Weave of Guardian	守护织法	english-on-hold
Equip	Weaver_3	Weave of Arcana	奥术织法	english-on-hold
Equip	Weaver_4	Weave of Fury	狂怒织法	english-on-hold
Equip	Weaver_5	Weave of Marksman	神射织法	english-on-hold
Equip	WeaverChest	Weaver Chest	织法师胸甲	english-on-hold
Equip	WeaverFeet	Weaver Shoes	织法师鞋	english-on-hold
Equip	WeaverLegs	Weaver Legs	织法师护腿	english-on-hold
Equip	Whale Backpack	Whale Backpack	鲸鱼背包	english-on-hold
Equip	Whirlwind	Breeze	微风	english-on-hold
Equip	Whirlwind	Breeze Card	微风卡片	english-on-hold
Equip	Whirlwind	Breeze Pet	和风宠物	english-on-hold
Equip	Whirlwind	Whirlwind	剑刃风暴	english-on-hold
Equip	Whirlwind	Zephyrl Pet	和风宠物	english-on-hold
Equip	Whisper of Thorns	Whisper of Thorns	荆棘低语	english-on-hold
Equip	Wilderness Pack	Wilderness Pack	荒野行囊	english-on-hold
Equip	Wildroot Veil	Wildroot Mask	荒根面具	english-on-hold
Equip	Wildroot Veil	Wildroot Veil	荒根面具	english-on-hold
Equip	Willow Staff	Willow Staff	柳木法杖	english-on-hold
Equip	Wind Shield	Zephyr Cross	西风十字	english-on-hold
Equip	Windcarver	Windcarver	风雕者	english-on-hold
Equip	Windroot	Windroot	风根	english-on-hold
Equip	WindstriderChest	Windstrider Chest	御风者胸甲	english-on-hold
Equip	WindstriderFeet	Windstrider Shoes	御风者鞋	english-on-hold
Equip	WindstriderLegs	Windstrider Legs	御风者护腿	english-on-hold
Equip	Winged Helm	Winged Helm	翼盔	english-on-hold
Equip	Wings of Valor	Wings of Valor	英勇羽翼	english-on-hold
Equip	Wisp Red	Fire Wisp	火焰精魂	english-on-hold
Equip	Wisp Red	Fire Wisp Card	火焰精魂卡片	english-on-hold
Equip	Wisp Red	Fire Wisp Pet	火焰精灵宠物	english-on-hold
Equip	Wisp Red	Flame Sprite Pet	火焰精灵宠物	english-on-hold
Equip	Witchsteps	Witchsteps	女巫之步	english-on-hold
Equip	Wizard_1	Jupiter's Wrath	朱庇特之怒	english-on-hold
Equip	Wizard_1	Tempest Engine	风暴引擎	english-on-hold
Equip	Wizard_2	Frozen Dominion	冰封领域	english-on-hold
Equip	Wizard_2	Voltaic Overdraw	雷能过载	english-on-hold
Equip	Wizard_3	Eye of the Storm	风暴之眼	english-on-hold
Equip	Wizard_3	Meteoric Cataclysm	陨星浩劫	english-on-hold
Equip	Wizard_4	Arcane Elementalist	奥术元素师	english-on-hold
Equip	Wizard_4	Stonewake	岩醒	english-on-hold
Equip	Wizard_5	Focused Amplification	专注增幅	english-on-hold
Equip	Wizard_6	Mana Surge	法力涌动	english-on-hold
Equip	Wizard_7	Arcane Barrier	奥术屏障	english-on-hold
Equip	Wizardry Hat	Wizardry Hat	魔法帽	english-on-hold
Equip	Wolf Pup	Direpup Pet	冰原狼幼崽宠物	english-on-hold
Equip	Wolf Pup	Wolf Cub	狼崽	english-on-hold
Equip	Wolf Pup	Wolf Cub Card	狼崽卡片	english-on-hold
Equip	Wolf Pup	Wolf Cub Pet	冰原狼幼崽宠物	english-on-hold
Equip	Wolfcrest Shield	Wolfcrest Shield	狼徽盾	english-on-hold
Equip	Wooden Guard	Wooden Guard	木制护盾	english-on-hold
Equip	Worm	Worm	蠕虫	english-on-hold
Equip	Worm	Worm Card	蠕虫卡片	english-on-hold
Equip	Worm	Worm Pet	蠕虫宠物	english-on-hold
Equip	Worm	Wriggler Pet	蠕虫宠物	english-on-hold
Equip	Wraith of Dawn	Wraith of Dawn	黎明幽灵	english-on-hold
Equip	Wraithlight	Wraithlight	幽灵之光	english-on-hold
Equip	Zephyrlight	Zephyrlight	和风之光	english-on-hold
Artifact	Acolyte	Acolyte	侍祭	english-on-hold
Artifact	Acolyte	Holy Vow	神圣誓言	english-on-hold
Artifact	Atk	Warglyph	战纹	english-on-hold
Artifact	Auto	Blitzcore	闪击核心	english-on-hold
Artifact	Bastion	Bastion	堡垒	english-on-hold
Artifact	Berserker_1	Bloodfury	血怒	english-on-hold
Artifact	Berserker_1	War Cry	战吼	english-on-hold
Artifact	Cast	Spellweaver	法术织者	english-on-hold
Artifact	Corporeal	Corporeal	血肉之躯	english-on-hold
Artifact	Cost	Arcanum Verge	永恒施法	english-on-hold
Artifact	Cost	Evercast	永恒施法	english-on-hold
Artifact	Crit	Furybrand	怒火烙印	english-on-hold
Artifact	Def	Titanplate	泰坦战甲	english-on-hold
Artifact	Eternis	Eternis	埃特尼斯	english-on-hold
Artifact	Flee	Shadebound	暗影缚契	english-on-hold
Artifact	Gunslinger_1	Deadeye	神射手	english-on-hold
Artifact	Healing	Lifebloom	生命绽放	english-on-hold
Artifact	Hexbrand	Hexbrand	咒术烙印	english-on-hold
Artifact	Hit	Hawkeye	鹰眼	english-on-hold
Artifact	Hp	Vitalis	维塔利斯	english-on-hold
Artifact	Immune	Nullmark	虚无印记	english-on-hold
Artifact	Knight	Honored Oath	荣誉誓约	english-on-hold
Artifact	Knight	Knight	骑士	english-on-hold
Artifact	Knight	Skystrider	天行者	english-on-hold
Artifact	Leech	Bloodbind	血契	english-on-hold
Artifact	Mage	Arcane Origin	奥术本源	english-on-hold
Artifact	Mage	Mage	法师	english-on-hold
Artifact	Mage	Spellthread	法纹	english-on-hold
Artifact	Magic	Arcanum	奥秘	english-on-hold
Artifact	Matk	Starfire	星火	english-on-hold
Artifact	Mdef	Veilward	帷幕守护	english-on-hold
Artifact	Melee	Steelheart	钢铁之心	english-on-hold
Artifact	Movespeed	Windborne	御风	english-on-hold
Artifact	Mp	Aethercore	以太核心	english-on-hold
Artifact	Necromancer_1	Gravebound	墓缚	english-on-hold
Artifact	Novice	Novice	先驱	english-on-hold
Artifact	Novice	Pioneer	先驱	english-on-hold
Artifact	Oathbound	Oathbound	誓约之缚	english-on-hold
Artifact	Paladin_1	Aegis Light	圣盾之光	english-on-hold
Artifact	Paladin_1	Resolute Pose	坚毅架势	english-on-hold
Artifact	Priest_1	Sanctum Grace	圣域恩典	english-on-hold
Artifact	Priest_1	Veil of the Exorcist	驱魔帷幕	english-on-hold
Artifact	Primordial	Primordial	太初	english-on-hold
Artifact	Ranged	Stormquiver	风暴箭袋	english-on-hold
Artifact	Rogue	Rogue	盗贼	english-on-hold
Artifact	Rogue	Silent Death	无声死神	english-on-hold
Artifact	Scout	Far Sight	远见	english-on-hold
Artifact	Scout	Scout	斥候	english-on-hold
Artifact	Shinobi_1	Silent Execution	无声处决	english-on-hold
Artifact	Shinobi_1	Umbral Veil	幽影帷幕	english-on-hold
Artifact	Summoner	Spirit Pact	灵魂契约	english-on-hold
Artifact	Summoner	Summoner	召唤师	english-on-hold
Artifact	Vampiric	Vampiric	吸血	english-on-hold
Artifact	Warrior	Iron Wake	钢铁觉醒	english-on-hold
Artifact	Warrior	Warrior	战士	english-on-hold
Artifact	Weaver_1	Fateweave	命运织法	english-on-hold
Artifact	Weaver_1	Weave of Counter	反击织法	english-on-hold
Artifact	Wizard_1	Jupiter's Wrath	朱庇特之怒	english-on-hold
Artifact	Wizard_1	Tempest Engine	风暴引擎	english-on-hold
Artifact	Wizard_2	Frozen Dominion	冰封领域	english-on-hold
Artifact	Wizard_2	Voltaic Overdraw	雷能过载	english-on-hold
Artifact	Wizard_3	Eye of the Storm	风暴之眼	english-on-hold
Artifact	Wizard_3	Meteoric Cataclysm	陨星浩劫	english-on-hold
Artifact	Wizard_4	Arcane Elementalist	奥术元素师	english-on-hold
Artifact	Wizard_4	Stonewake	岩醒	english-on-hold
Gem	AerialShot Gem	Aerial Shot Gem	空中射击宝石	english-on-hold
Gem	ArrowShower Gem	Arrow Shower Gem	箭雨宝石	english-on-hold
Gem	AtkSpd Gem	Tempo Gem	节奏宝石	english-on-hold
Gem	AxeArc Gem	Twin Cleave Gem	双重劈砍宝石	english-on-hold
Gem	AxeThrow Gem	Axe Throw Gem	飞斧宝石	english-on-hold
Gem	AxeVortex Gem	Vortex Slash Gem	旋风斩宝石	english-on-hold
Gem	Bash Gem	Bash Gem	猛击宝石	english-on-hold
Gem	BladeDance Gem	Blade Dance Gem	刃舞宝石	english-on-hold
Gem	BoneSpear Gem	Bone Spear Gem	骨矛宝石	english-on-hold
Gem	BoneSpikes Gem	Bone Spikes Gem	骨刺宝石	english-on-hold
Gem	CastSpd Gem	Focus Gem	专注宝石	english-on-hold
Gem	ChainLightning Gem	Chain Lightning Gem	连锁闪电宝石	english-on-hold
Gem	ConsecratedGround Gem	Consecrated Ground Gem	祝圣之地宝石	english-on-hold
Gem	Consecration Gem	Consecration Gem	奉献宝石	english-on-hold
Gem	CorpseExplosionEnemy Gem	Corpse Explosion Gem	尸体爆炸宝石	english-on-hold
Gem	CounterSlash Gem	Counter Slash Gem	反击斩宝石	english-on-hold
Gem	CritDamage Gem	Razor Gem	利刃宝石	english-on-hold
Gem	Cyclone Gem	Cyclone Gem	旋风宝石	english-on-hold
Gem	Damnation Gem	Damnation Gem	天谴宝石	english-on-hold
Gem	Dark Exorcism Gem	Dark Exorcism Gem	暗影驱邪宝石	english-on-hold
Gem	DarkClaw Gem	Dark Claw Gem	暗影之爪宝石	english-on-hold
Gem	DeathCoilEnemy Gem	Death Coil Gem	死亡缠绕宝石	english-on-hold
Gem	DeathCoilSummon Gem	Death Coil Gem	死亡缠绕宝石	english-on-hold
Gem	DeathNova Gem	Death Nova Gem	死亡新星宝石	english-on-hold
Gem	DeathSpiral Gem	Death Spiral Gem	死亡螺旋宝石	english-on-hold
Gem	DefMult Gem	Bastion Gem	堡垒宝石	english-on-hold
Gem	Detector Gem	Seer Gem	先知宝石	english-on-hold
Gem	DivinePunishment Gem	Divine Punishment Gem	神罚宝石	english-on-hold
Gem	DoubleAttack Gem	Echo Gem	回声宝石	english-on-hold
Gem	Earth Gem	Earth Gem	大地宝石	english-on-hold
Gem	Earthbolt Gem	Earthbolt Gem	大地飞弹宝石	english-on-hold
Gem	Earthquake Gem	Earthquake Gem	地震宝石	english-on-hold
Gem	EarthSpikes Gem	Earth Spikes Gem	大地尖刺宝石	english-on-hold
Gem	Execute Gem	Execute Gem	处决宝石	english-on-hold
Gem	Exorcism Gem	Exorcism Gem	驱魔宝石	english-on-hold
Gem	ExplosiveGrenade Gem	Explosive Grenade Gem	爆炸手榴弹宝石	english-on-hold
Gem	FanFire Gem	Fan Fire Gem	扇形射击宝石	english-on-hold
Gem	FanOfKnives Gem	Fan Of Knives Gem	刀扇宝石	english-on-hold
Gem	FieldCurse Gem	Banishment Field Gem	放逐领域宝石	english-on-hold
Gem	FieldDamage Gem	Dissonance Well Gem	失谐涌泉宝石	english-on-hold
Gem	FieldHealing Gem	Resonance Well Gem	共鸣涌泉宝石	english-on-hold
Gem	FieldSilence Gem	Suppression Field Gem	压制领域宝石	english-on-hold
Gem	Fire Gem	Fire Gem	火焰宝石	english-on-hold
Gem	Fireball Gem	Fireball Gem	火球宝石	english-on-hold
Gem	Firebolt Gem	Firebolt Gem	火焰弹宝石	english-on-hold
Gem	FirePillar Gem	Fire Pillar Gem	火柱宝石	english-on-hold
Gem	FireRelease Gem	Fire Release Gem	火遁宝石	english-on-hold
Gem	FlameOrb Gem	Flame Orb Gem	烈焰法球宝石	english-on-hold
Gem	FlashGrenade Gem	Flash Grenade Gem	闪光榴弹宝石	english-on-hold
Gem	Flee Gem	Evasion Gem	闪避宝石	english-on-hold
Gem	ForceShot Gem	Force Shot Gem	强力射击宝石	english-on-hold
Gem	FreezeGrenade Gem	Freeze Grenade Gem	冰冻榴弹宝石	english-on-hold
Gem	FreezingField Gem	Blizzard Gem	暴风雪宝石	english-on-hold
Gem	FrostBlade Gem	Binding Spiral Gem	缚魂螺旋宝石	english-on-hold
Gem	GrandCross Gem	Grand Cross Gem	大十字宝石	english-on-hold
Gem	GroundSlam Gem	Earth Splitter Gem	裂地击宝石	english-on-hold
Gem	GunkShot Gem	Gunk Shot Gem	污泥射击宝石	english-on-hold
Gem	Harvest Gem	Harvest Gem	收获宝石	english-on-hold
Gem	Heal Gem	Heal Gem	治疗宝石	english-on-hold
Gem	HealAll Gem	Mass Heal Gem	群体治疗宝石	english-on-hold
Gem	Healing Gem	Grace Gem	恩典宝石	english-on-hold
Gem	HighHeal Gem	High Heal Gem	强效治疗宝石	english-on-hold
Gem	Hit Gem	Precision Gem	精准宝石	english-on-hold
Gem	Holy Gem	Holy Gem	神圣宝石	english-on-hold
Gem	HolyLight Gem	Holy Light Gem	圣光宝石	english-on-hold
Gem	HolyWrath Gem	Holy Wrath Gem	神圣之怒宝石	english-on-hold
Gem	HolyWrathField Gem	Litany of Wrath Gem	愤怒连祷宝石	english-on-hold
Gem	HpMult Gem	Heart Gem	生命之心宝石	english-on-hold
Gem	HydroVortex Gem	Hydro Vortex Gem	水流漩涡宝石	english-on-hold
Gem	Icebolt Gem	Icebolt Gem	冰箭宝石	english-on-hold
Gem	IceRelease Gem	Ice Release Gem	冰遁宝石	english-on-hold
Gem	IceShard Gem	Ice Shard Gem	冰霜碎片宝石	english-on-hold
Gem	JudgementBlade Gem	Judgement Blade Gem	审判之刃宝石	english-on-hold
Gem	JumpShot Gem	Jump Shot Gem	跃射宝石	english-on-hold
Gem	Leech Gem	Bloodfang Gem	血牙宝石	english-on-hold
Gem	LeechMp Gem	Soulfang Gem	魂牙宝石	english-on-hold
Gem	LifeDrainEnemy Gem	Life Drain Gem	生命汲取宝石	english-on-hold
Gem	LifeDrainSummon Gem	Life Drain Gem	生命汲取宝石	english-on-hold
Gem	LightningRelease Gem	Lightning Release Gem	雷遁宝石	english-on-hold
Gem	LightningStrike Gem	Flash Step Gem	闪光步宝石	english-on-hold
Gem	MdefMult Gem	Ward Gem	守护宝石	english-on-hold
Gem	Meteor Gem	Meteor Gem	陨星宝石	english-on-hold
Gem	MoveSpd Gem	Stride Gem	步伐宝石	english-on-hold
Gem	MpCost Gem	Channel Gem	引导宝石	english-on-hold
Gem	MpMult Gem	Mind Gem	心灵宝石	english-on-hold
Gem	NoCastCancel Gem	Mantra Gem	真言宝石	english-on-hold
Gem	NoFlinch Gem	Steadfast Gem	坚定宝石	english-on-hold
Gem	NoKnockback Gem	Anchor Gem	锚定宝石	english-on-hold
Gem	PanicBurst Gem	Panic Burst Gem	恐慌爆发宝石	english-on-hold
Gem	PerfectCloak Gem	Veil Gem	帷幕宝石	english-on-hold
Gem	PiercingShot Gem	Piercing Shot Gem	穿刺射击宝石	english-on-hold
Gem	PointBlankShot Gem	Point Blank Gem	近距射击宝石	english-on-hold
Gem	Poison Gem	Poison Gem	剧毒宝石	english-on-hold
Gem	PoisonGrenade Gem	Poison Grenade Gem	剧毒榴弹宝石	english-on-hold
Gem	Reap Gem	Reap Gem	收割宝石	english-on-hold
Gem	ReflectDamage Gem	Spike Gem	尖刺宝石	english-on-hold
Gem	ReflectSpell Gem	Mirror Gem	镜宝石	english-on-hold
Gem	Regen Gem	Vitalis Gem	维塔利斯宝石	english-on-hold
Gem	Sanctuary Gem	Sanctuary Gem	圣域宝石	english-on-hold
Gem	Shadow Gem	Shadow Gem	暗影宝石	english-on-hold
Gem	ShadowRelease Gem	Black Blade Gem	黯影之刃宝石	english-on-hold
Gem	ShadowStep Gem	Shadow Step Gem	暗影步宝石	english-on-hold
